typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,M,20230101,2023,1,202301,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,296,FALSE,8,kg,296,FALSE,296,FALSE,0,FALSE,,64789.451,64789.451,0,TRUE,FALSE
C,M,20230101,2023,1,202301,251,FRA,France,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,50,FALSE,8,kg,50,FALSE,50,FALSE,0,FALSE,,22358.598,22358.598,0,FALSE,TRUE
C,M,20230101,2023,1,202301,276,DEU,Germany,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.273,TRUE,-1,N/A,0,FALSE,1.273,TRUE,0,FALSE,,225.072,225.072,6,FALSE,TRUE
C,M,20230101,2023,1,202301,757,CHE,Switzerland,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,100,FALSE,8,kg,100,FALSE,100,FALSE,0,FALSE,,2392.572,2392.572,0,FALSE,TRUE
C,M,20230201,2023,2,202302,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,319,FALSE,8,kg,319,FALSE,319,FALSE,0,FALSE,,84575.541,84575.541,0,TRUE,FALSE
C,M,20230201,2023,2,202302,276,DEU,Germany,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.396,TRUE,-1,N/A,0,FALSE,2.396,TRUE,0,FALSE,,383.601,383.601,6,FALSE,TRUE
C,M,20230201,2023,2,202302,380,ITA,Italy,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,30.956,TRUE,-1,N/A,0,FALSE,30.956,TRUE,0,FALSE,,2676.632,2676.632,6,TRUE,FALSE
C,M,20230201,2023,2,202302,699,IND,India,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,223,FALSE,8,kg,223,FALSE,223,FALSE,0,FALSE,,5396.512,5396.512,0,FALSE,TRUE
C,M,20230301,2023,3,202303,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,91,FALSE,8,kg,91,FALSE,91,FALSE,0,FALSE,,15958.376,15958.376,0,TRUE,FALSE
C,M,20230301,2023,3,202303,276,DEU,Germany,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.659,TRUE,-1,N/A,0,FALSE,2.659,TRUE,0,FALSE,,305.116,305.116,6,FALSE,TRUE
C,M,20230301,2023,3,202303,699,IND,India,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,37,FALSE,8,kg,37,FALSE,37,FALSE,0,FALSE,,2145.862,2145.862,0,FALSE,TRUE
C,M,20230401,2023,4,202304,56,BEL,Belgium,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1100,FALSE,8,kg,1100,FALSE,1100,FALSE,0,FALSE,,35041.62,35041.62,0,TRUE,FALSE
C,M,20230401,2023,4,202304,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,275,FALSE,8,kg,275,FALSE,275,FALSE,0,FALSE,,79256.887,79256.887,0,TRUE,FALSE
C,M,20230401,2023,4,202304,276,DEU,Germany,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6,FALSE,8,kg,6,FALSE,6,FALSE,0,FALSE,,7019.342,7019.342,0,FALSE,TRUE
C,M,20230401,2023,4,202304,757,CHE,Switzerland,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,160,FALSE,8,kg,160,FALSE,160,FALSE,0,FALSE,,4272.954,4272.954,0,FALSE,TRUE
C,M,20230501,2023,5,202305,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1070,FALSE,8,kg,1070,FALSE,1070,FALSE,0,FALSE,,196755.847,196755.847,0,TRUE,FALSE
C,M,20230501,2023,5,202305,276,DEU,Germany,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.469,TRUE,-1,N/A,0,FALSE,1.469,TRUE,0,FALSE,,205.396,205.396,6,FALSE,TRUE
C,M,20230501,2023,5,202305,699,IND,India,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5,FALSE,8,kg,5,FALSE,5,FALSE,0,FALSE,,890.517,890.517,0,FALSE,TRUE
C,M,20230501,2023,5,202305,757,CHE,Switzerland,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,60,FALSE,8,kg,60,FALSE,60,FALSE,0,FALSE,,1603.528,1603.528,0,FALSE,TRUE
C,M,20230601,2023,6,202306,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1109,FALSE,8,kg,1109,FALSE,1109,FALSE,0,FALSE,,207303.908,207303.908,0,TRUE,FALSE
C,M,20230601,2023,6,202306,276,DEU,Germany,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.524,TRUE,-1,N/A,0,FALSE,0.524,TRUE,0,FALSE,,67.207,67.207,6,FALSE,TRUE
C,M,20230701,2023,7,202307,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,350,FALSE,8,kg,350,FALSE,350,FALSE,0,FALSE,,85814.327,85814.327,0,TRUE,FALSE
C,M,20230701,2023,7,202307,251,FRA,France,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3,FALSE,8,kg,3,FALSE,3,FALSE,0,FALSE,,2097.73,2097.73,0,FALSE,TRUE
C,M,20230701,2023,7,202307,757,CHE,Switzerland,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,240,FALSE,8,kg,240,FALSE,240,FALSE,0,FALSE,,6239.273,6239.273,0,FALSE,TRUE
C,M,20230801,2023,8,202308,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,606,FALSE,8,kg,606,FALSE,606,FALSE,0,FALSE,,184058.957,184058.957,0,TRUE,FALSE
C,M,20230801,2023,8,202308,251,FRA,France,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,27,FALSE,8,kg,27,FALSE,27,FALSE,0,FALSE,,13451.727,13451.727,0,FALSE,TRUE
C,M,20230801,2023,8,202308,276,DEU,Germany,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.306,TRUE,-1,N/A,0,FALSE,0.306,TRUE,0,FALSE,,39.272,39.272,6,FALSE,TRUE
C,M,20230801,2023,8,202308,380,ITA,Italy,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,31.492,TRUE,-1,N/A,0,FALSE,31.492,TRUE,0,FALSE,,3470.111,3470.111,6,TRUE,FALSE
C,M,20230801,2023,8,202308,699,IND,India,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.001,TRUE,8,kg,0,FALSE,0.001,TRUE,0,FALSE,,0.048,0.048,6,FALSE,TRUE
C,M,20230801,2023,8,202308,710,ZAF,South Africa,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0,FALSE,-1,N/A,0,FALSE,,FALSE,0,FALSE,,1793.556,1793.556,0,FALSE,TRUE
C,M,20230901,2023,9,202309,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5,FALSE,8,kg,5,FALSE,5,FALSE,0,FALSE,,1427.715,1427.715,0,TRUE,FALSE
C,M,20230901,2023,9,202309,276,DEU,Germany,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3,FALSE,8,kg,3,FALSE,3,FALSE,0,FALSE,,633.55,633.55,0,FALSE,TRUE
C,M,20230901,2023,9,202309,699,IND,India,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,208,FALSE,8,kg,208,FALSE,208,FALSE,0,FALSE,,1535.844,1535.844,0,FALSE,TRUE
C,M,20231001,2023,10,202310,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,457,FALSE,8,kg,457,FALSE,457,FALSE,0,FALSE,,115975.56,115975.56,0,TRUE,FALSE
C,M,20231001,2023,10,202310,251,FRA,France,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,26,FALSE,8,kg,26,FALSE,26,FALSE,0,FALSE,,15078.034,15078.034,0,FALSE,TRUE
C,M,20231001,2023,10,202310,276,DEU,Germany,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3,FALSE,8,kg,3,FALSE,3,FALSE,0,FALSE,,3617.672,3617.672,0,FALSE,TRUE
C,M,20231101,2023,11,202311,251,FRA,France,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,51,FALSE,8,kg,51,FALSE,51,FALSE,0,FALSE,,19207.301,19207.301,0,FALSE,TRUE
C,M,20231101,2023,11,202311,699,IND,India,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,16,FALSE,8,kg,16,FALSE,16,FALSE,0,FALSE,,455.596,455.596,0,FALSE,TRUE
C,M,20231201,2023,12,202312,208,DNK,Denmark,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1113,FALSE,8,kg,1113,FALSE,1113,FALSE,0,FALSE,,203463.607,203463.607,0,TRUE,FALSE
C,M,20231201,2023,12,202312,276,DEU,Germany,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.534,TRUE,-1,N/A,0,FALSE,0.534,TRUE,0,FALSE,,66.509,66.509,6,FALSE,TRUE
C,M,20231201,2023,12,202312,699,IND,India,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,31,FALSE,8,kg,31,FALSE,31,FALSE,0,FALSE,,1783.807,1783.807,0,FALSE,TRUE
C,M,20231201,2023,12,202312,792,TUR,Türkiye,X,Export,566,NGA,Nigeria,0,W00,World,H6,HS,TRUE,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,150,FALSE,8,kg,150,FALSE,150,FALSE,0,FALSE,,2889,2889,0,FALSE,TRUE
